# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:a                      3:proper time [Gyr]      4:conf. time [Mpc]       5:H [1/Mpc]              6:comov. dist.           7:ang.diam.dist.         8:lum. dist.             9:comov.snd.hrz.        10:(.)rho_g              11:(.)rho_b              12:(.)rho_cdm            13:(.)number_ncdm[0]     14:(.)rho_ncdm[0]        15:(.)p_ncdm[0]          16:(.)number_ncdm[1]     17:(.)rho_ncdm[1]        18:(.)p_ncdm[1]          19:(.)number_ncdm[2]     20:(.)rho_ncdm[2]        21:(.)p_ncdm[2]          22:(.)rho_lambda         23:(.)rho_ur             24:(.)rho_crit           25:(.)rho_tot            26:(.)p_tot              27:(.)p_tot_prime        28:gr.fac. D             29:gr.fac. f          
       6.596759262818e+09       1.515895851293e-10       1.736720479812e-17       7.025297236396e-05       9.390008618786e+13       1.414856231900e+04       2.144774692114e-06       9.333465954759e+13       4.056057117587e-05       5.210766523764e+27       7.132458018221e+20       3.826549353260e+21       5.760406666036e+16       6.334645306189e-13       3.998743897739e+26       5.760406666036e+16       6.334645306189e-13       3.998743897739e+26       5.760406666036e+16       6.334645306189e-13       3.998743897739e+26       3.456234893791e-08       7.585614564342e+24       8.817226186088e+27       8.817226186088e+27       2.939073882098e+27      -1.673423448117e+32       1.085037106332e-04       1.038821708958e-01 
       6.550902942175e+09       1.526507122261e-10       1.761119663739e-17       7.074474342517e-05       9.259916074657e+13       1.414856231851e+04       2.159788114897e-06       9.268585853403e+13       4.084449513021e-05       5.067383023743e+27       6.984749132415e+20       3.747303833691e+21       5.641112132755e+16       6.334645306189e-13       3.888711353941e+26       5.641112132755e+16       6.334645306189e-13       3.888711353941e+26       5.641112132755e+16       6.334645306189e-13       3.888711353941e+26       3.456234893791e-08       7.376882900568e+24       8.574604570969e+27       8.574604570969e+27       2.858200041730e+27      -1.616063784830e+32       1.085823369701e-04       1.038069532472e-01 
       6.505365384435e+09       1.537192672127e-10       1.785861631757e-17       7.123995601432e-05       9.131625879365e+13       1.414856231802e+04       2.174906631639e-06       9.204156755730e+13       4.113040655162e-05       4.927944975506e+27       6.840099208173e+20       3.669699440838e+21       5.524288117007e+16       6.334645306189e-13       3.781706551105e+26       5.524288117007e+16       6.334645306189e-13       3.781706551105e+26       5.524288117007e+16       6.334645306189e-13       3.781706551105e+26       3.456234893791e-08       7.173894859422e+24       8.338659120069e+27       8.338659120069e+27       2.779551588787e+27      -1.560670229409e+32       1.086609633110e-04       1.037318444892e-01 
       6.460144373771e+09       1.547953020842e-10       1.810951199638e-17       7.173863559728e-05       9.005113062521e+13       1.414856231752e+04       2.190130977997e-06       9.140175526660e+13       4.141831935236e-05       4.792343812935e+27       6.698444896255e+20       3.593702187960e+21       5.409883455871e+16       6.334645306189e-13       3.677646175557e+26       5.409883455871e+16       6.334645306189e-13       3.677646175557e+26       5.409883455871e+16       6.334645306189e-13       3.677646175557e+26       3.456234893791e-08       6.976492394919e+24       8.109206126878e+27       8.109206126878e+27       2.703067287777e+27      -1.507175389894e+32       1.087395896558e-04       1.036568443859e-01 
       6.415237709754e+09       1.558788691998e-10       1.836393250812e-17       7.224080582091e-05       8.880352999684e+13       1.414856231701e+04       2.205461894779e-06       9.076639052907e+13       4.170824754207e-05       4.660473957305e+27       6.559724159344e+20       3.519278792160e+21       5.297848045977e+16       6.334645306189e-13       3.576449206149e+26       5.297848045977e+16       6.334645306189e-13       3.576449206149e+26       5.297848045977e+16       6.334645306189e-13       3.576449206149e+26       3.456234893791e-08       6.784521809995e+24       7.886066939900e+27       7.886066939900e+27       2.628687588216e+27      -1.455514184306e+32       1.088182160047e-04       1.035819527020e-01 
       6.370643207255e+09       1.569700212852e-10       1.862192737316e-17       7.274649215105e-05       8.757321407571e+13       1.414856231651e+04       2.220900127977e-06       9.013544242824e+13       4.200020522846e-05       4.532232735073e+27       6.423876244877e+20       3.446396659813e+21       5.188132821567e+16       6.334645306189e-13       3.478036851172e+26       5.188132821567e+16       6.334645306189e-13       3.478036851172e+26       5.188132821567e+16       6.334645306189e-13       3.478036851172e+26       3.456234893791e-08       6.597833636831e+24       7.669067823549e+27       7.669067823549e+27       2.556354578255e+27      -1.405623761474e+32       1.088968423576e-04       1.035071692030e-01 
       6.326358696332e+09       1.580688114352e-10       1.888354680758e-17       7.325571641559e-05       8.635994339325e+13       1.414856231600e+04       2.236446428807e-06       8.950888026258e+13       4.229420661800e-05       4.407520297945e+27       6.290841658442e+20       3.375023872286e+21       5.080689733006e+16       6.334645306189e-13       3.382332487013e+26       5.080689733006e+16       6.334645306189e-13       3.382332487013e+26       5.080689733006e+16       6.334645306189e-13       3.382332487013e+26       3.456234893791e-08       6.416282520480e+24       7.458039822886e+27       7.458039822886e+27       2.486011939593e+27      -1.357443424564e+32       1.089754687147e-04       1.034324936551e-01 
       6.282382022129e+09       1.591752931163e-10       1.914884173295e-17       7.376850589935e-05       8.516348179861e+13       1.414856231549e+04       2.252101553742e-06       8.888667354394e+13       4.259026601661e-05       4.286239545128e+27       6.160562137720e+20       3.305129171961e+21       4.975471725735e+16       6.334645306189e-13       3.289261598493e+26       4.975471725735e+16       6.334645306189e-13       3.289261598493e+26       4.975471725735e+16       6.334645306189e-13       3.289261598493e+26       3.456234893791e-08       6.239727105697e+24       7.252818632063e+27       7.252818632063e+27       2.417604903626e+27      -1.310914557237e+32       1.090540950758e-04       1.033579258250e-01 
       6.238711044767e+09       1.602895201691e-10       1.941786378621e-17       7.428488606820e-05       8.398359641264e+13       1.414856231497e+04       2.267866264550e-06       8.826879199614e+13       4.288839783034e-05       4.168296047731e+27       6.032980626967e+20       3.236681948548e+21       4.872432719670e+16       6.334645306189e-13       3.198751720849e+26       4.872432719670e+16       6.334645306189e-13       3.198751720849e+26       4.872432719670e+16       6.334645306189e-13       3.198751720849e+26       3.456234893791e-08       6.068029926875e+24       7.053244466402e+27       7.053244466402e+27       2.351080208807e+27      -1.265980552340e+32       1.091327214412e-04       1.032834654802e-01 
       6.195343639244e+09       1.614115468114e-10       1.969066532979e-17       7.480488056899e-05       8.282005758258e+13       1.414856231445e+04       2.283741328333e-06       8.765520555343e+13       4.318861656609e-05       4.053597975240e+27       5.908041252033e+20       3.169652225676e+21       4.771527589014e+16       6.334645306189e-13       3.110732383317e+26       4.771527589014e+16       6.334645306189e-13       3.110732383317e+26       4.771527589014e+16       6.334645306189e-13       3.110732383317e+26       3.456234893791e-08       5.901057301020e+24       6.859161937982e+27       6.859161937982e+27       2.286386059175e+27      -1.222586743030e+32       1.092113478107e-04       1.032091123888e-01 
       6.152277695329e+09       1.625414276402e-10       1.996729946173e-17       7.532851486758e-05       8.167263883737e+13       1.414856231393e+04       2.299727517562e-06       8.704588435909e+13       4.349093683229e-05       3.942056024022e+27       5.785689295883e+20       3.104010647769e+21       4.672712142501e+16       6.334645306189e-13       3.025135054260e+26       4.672712142501e+16       6.334645306189e-13       3.025135054260e+26       4.672712142501e+16       6.334645306189e-13       3.025135054260e+26       3.456234893791e-08       5.738679223662e+24       6.670419934660e+27       6.670419934660e+27       2.223472084027e+27      -1.180680336273e+32       1.092899741844e-04       1.031348663198e-01 
       6.109511117458e+09       1.636792176347e-10       2.024782002606e-17       7.585581442981e-05       8.054111684355e+13       1.414856231340e+04       2.315825610114e-06       8.644079876392e+13       4.379537333967e-05       3.833583347793e+27       5.665871174642e+20       3.039728467184e+21       4.575943104037e+16       6.334645306189e-13       2.941893087811e+26       4.575943104037e+16       6.334645306189e-13       2.941893087811e+26       4.575943104037e+16       6.334645306189e-13       2.941893087811e+26       3.456234893791e-08       5.580769267635e+24       6.486871502407e+27       6.486871502407e+27       2.162289298697e+27      -1.140210348614e+32       1.093686005624e-04       1.030607270425e-01 
       6.067041824637e+09       1.648249721593e-10       2.053228162325e-17       7.638680472155e-05       7.942527136182e+13       1.414856231287e+04       2.332036389313e-06       8.583991932481e+13       4.410194090188e-05       3.728095489997e+27       5.548534414125e+20       2.976777531626e+21       4.481178093752e+16       6.334645306189e-13       2.860941671984e+26       4.481178093752e+16       6.334645306189e-13       2.860941671984e+26       4.481178093752e+16       6.334645306189e-13       2.860941671984e+26       3.456234893791e-08       5.427204484640e+24       6.308373730898e+27       6.308373730898e+27       2.102790066422e+27      -1.101127544147e+32       1.094472269446e-04       1.029866943272e-01 
       6.024867750337e+09       1.659787469655e-10       2.082073962086e-17       7.692151120864e-05       7.832488520413e+13       1.414856231233e+04       2.348360643965e-06       8.524321680336e+13       4.441065443631e-05       3.625510318052e+27       5.433627626852e+20       2.915130271818e+21       4.388375609435e+16       6.334645306189e-13       2.782217778206e+26       4.388375609435e+16       6.334645306189e-13       2.782217778206e+26       4.388375609435e+16       6.334645306189e-13       2.782217778206e+26       3.456234893791e-08       5.277865309521e+24       6.134787642240e+27       6.134787642240e+27       2.044928061249e+27      -1.063384374620e+32       1.095258533312e-04       1.029127679446e-01 
       5.982986842392e+09       1.671405981955e-10       2.111325016431e-17       7.745996299491e-05       7.723974419145e+13       1.414856231180e+04       2.364799168399e-06       8.465066216438e+13       4.472152896475e-05       3.525747959398e+27       5.321100489550e+20       2.854759689423e+21       4.297495008362e+16       6.334645306189e-13       2.705660112252e+26       4.297495008362e+16       6.334645306189e-13       2.705660112252e+26       4.297495008362e+16       6.334645306189e-13       2.705660112252e+26       3.456234893791e-08       5.132635467169e+24       5.965978082761e+27       5.965978082761e+27       1.988658231964e+27      -1.026934921582e+32       1.096044797221e-04       1.028389476662e-01 
       5.941397062903e+09       1.683105823840e-10       2.140987018780e-17       7.800218190823e-05       7.616963711207e+13       1.414856231125e+04       2.381352762503e-06       8.406222657453e+13       4.503457961416e-05       3.428730739311e+27       5.210903721110e+20       2.795639345226e+21       4.208496489495e+16       6.334645306189e-13       2.631209066513e+26       4.208496489495e+16       6.334645306189e-13       2.631209066513e+26       4.208496489495e+16       6.334645306189e-13       2.631209066513e+26       3.456234893791e-08       4.991401881991e+24       5.801813617784e+27       5.801813617784e+27       1.933936767018e+27      -9.917348405239e+31       1.096831061174e-04       1.027652332642e-01 
       5.900096388138e+09       1.694887564618e-10       2.171065742542e-17       7.854819705244e-05       7.511435568046e+13       1.414856231071e+04       2.398022231765e-06       8.347788140090e+13       4.534982161736e-05       3.334383120427e+27       5.102989061003e+20       2.737743347551e+21       4.121341076052e+16       6.334645306189e-13       2.558806673591e+26       4.121341076052e+16       6.334645306189e-13       2.558806673591e+26       4.121341076052e+16       6.334645306189e-13       2.558806673591e+26       3.456234893791e-08       4.854054589868e+24       5.642166429291e+27       5.642166429291e+27       1.880721060416e+27      -9.577413069245e+31       1.097617325172e-04       1.026916245112e-01 
       5.859082808430e+09       1.706751777583e-10       2.201567042232e-17       7.909803389339e-05       7.407369449677e+13       1.414856231016e+04       2.414808387310e-06       8.289759820960e+13       4.566727031382e-05       3.242631643924e+27       4.997309248148e+20       2.681046340923e+21       4.035990598436e+16       6.334645306189e-13       2.488396561163e+26       4.035990598436e+16       6.334645306189e-13       2.488396561163e+26       4.035990598436e+16       6.334645306189e-13       2.488396561163e+26       3.456234893791e-08       4.720486652544e+24       5.486912216400e+27       5.486912216400e+27       1.828969678541e+27      -9.249129641523e+31       1.098403589214e-04       1.026181211809e-01 
       5.818354328086e+09       1.718699040038e-10       2.232496854620e-17       7.965172153490e-05       7.304745100682e+13       1.414856230960e+04       2.431712045943e-06       8.232134876442e+13       4.598694115039e-05       3.153404872332e+27       4.893818000212e+20       2.625523494964e+21       3.952407677518e+16       6.334645306189e-13       2.419923908091e+26       3.952407677518e+16       6.334645306189e-13       2.419923908091e+26       3.952407677518e+16       6.334645306189e-13       2.419923908091e+26       3.456234893791e-08       4.590594074354e+24       5.335930098594e+27       5.335930098594e+27       1.778642327896e+27      -8.932098731503e+31       1.099189853301e-04       1.025447230472e-01 
       5.777908965280e+09       1.730729933331e-10       2.263861199879e-17       8.020928362384e-05       7.203542546271e+13       1.414856230905e+04       2.448734030186e-06       8.174910502541e+13       4.630884968203e-05       3.066633333909e+27       4.792469993341e+20       2.571150493517e+21       3.870555708270e+16       6.334645306189e-13       2.353335401739e+26       3.870555708270e+16       6.334645306189e-13       2.353335401739e+26       3.870555708270e+16       6.334645306189e-13       2.353335401739e+26       3.456234893791e-08       4.464275721261e+24       5.189102521593e+27       5.189102521593e+27       1.729699823732e+27      -8.625934638462e+31       1.099976117433e-04       1.024714298849e-01 
       5.737744751968e+09       1.742845042876e-10       2.295666182760e-17       8.077074744506e-05       7.103742088389e+13       1.414856230849e+04       2.465875168317e-06       8.118083914755e+13       4.663301157260e-05       2.982249468551e+27       4.693220842311e+20       2.517903523999e+21       3.790398843732e+16       6.334645306189e-13       2.288579196462e+26       3.790398843732e+16       6.334645306189e-13       2.288579196462e+26       3.790398843732e+16       6.334645306189e-13       2.288579196462e+26       3.456234893791e-08       4.341433242111e+24       5.046315165835e+27       5.046315165835e+27       1.682104059536e+27      -8.330264882275e+31       1.100762381610e-04       1.023982414694e-01 
       5.697859733783e+09       1.755044958189e-10       2.327917993780e-17       8.133614210237e-05       7.005324301887e+13       1.414856230792e+04       2.483136294414e-06       8.061652347937e+13       4.695944259560e-05       2.900187575192e+27       4.596027081089e+20       2.465759266970e+21       3.711901979311e+16       6.334645306189e-13       2.225604873239e+26       3.711901979311e+16       6.334645306189e-13       2.225604873239e+26       3.711901979311e+16       6.334645306189e-13       2.225604873239e+26       3.456234893791e-08       4.221970992055e+24       4.907456857461e+27       4.907456857461e+27       1.635817977366e+27      -8.044729750263e+31       1.101548645834e-04       1.023251575768e-01 
       5.658251969945e+09       1.767330272909e-10       2.360622910425e-17       8.190549669962e-05       6.908270030739e+13       1.414856230735e+04       2.500518248392e-06       8.005613056161e+13       4.728815863494e-05       2.820383760646e+27       4.500846143796e+20       2.414694885924e+21       3.635030737411e+16       6.334645306189e-13       2.164363400419e+26       3.635030737411e+16       6.334645306189e-13       2.164363400419e+26       3.635030737411e+16       6.334645306189e-13       2.164363400419e+26       3.456234893791e-08       4.105795958085e+24       4.772419481761e+27       4.772419481761e+27       1.590805538994e+27      -7.768981859555e+31       1.102334910104e-04       1.022521779836e-01 
       5.618919533165e+09       1.779701584833e-10       2.393787298376e-17       8.247883488366e-05       6.812560384313e+13       1.414856230678e+04       2.518021876047e-06       7.949963312590e+13       4.761917568574e-05       2.742775889862e+27       4.407636346068e+20       2.364688017281e+21       3.559751452373e+16       6.334645306189e-13       2.104807095546e+26       3.559751452373e+16       6.334645306189e-13       2.104807095546e+26       3.559751452373e+16       6.334645306189e-13       2.104807095546e+26       3.456234893791e-08       3.992817686607e+24       4.641097898992e+27       4.641097898992e+27       1.547031697847e+27      -7.502685734469e+31       1.103121174420e-04       1.021793024672e-01 
       5.579860509550e+09       1.792159495940e-10       2.427417612743e-17       8.305618575832e-05       6.718176733695e+13       1.414856230620e+04       2.535648029095e-06       7.894700409342e+13       4.795250985505e-05       2.667303537546e+27       4.316356866798e+20       2.315716760602e+21       3.486031155736e+16       6.334645306189e-13       2.046889588228e+26       3.486031155736e+16       6.334645306189e-13       2.046889588228e+26       3.486031155736e+16       6.334645306189e-13       2.046889588228e+26       3.456234893791e-08       3.882948213023e+24       4.513389862516e+27       4.513389862516e+27       1.504462371721e+27      -7.245517398370e+31       1.103907438784e-04       1.021065308055e-01 
       5.541072998512e+09       1.804704612425e-10       2.461520399325e-17       8.363757842744e-05       6.625100708061e+13       1.414856230562e+04       2.553397565212e-06       7.839821657357e+13       4.828817736270e-05       2.593907941111e+27       4.226967730260e+20       2.267759668989e+21       3.413837561793e+16       6.334645306189e-13       1.990565784038e+26       3.413837561793e+16       6.334645306189e-13       1.990565784038e+26       3.413837561793e+16       6.334645306189e-13       1.990565784038e+26       3.456234893791e-08       3.776101993233e+24       4.389195939195e+27       4.389195939195e+27       1.463064416246e+27      -6.997163979514e+31       1.104693703195e-04       1.020338627772e-01 
       5.502555112675e+09       1.817337544725e-10       2.496102295882e-17       8.422304199485e-05       6.533314191105e+13       1.414856230503e+04       2.571271348082e-06       7.785324386271e+13       4.862619454204e-05       2.522531954930e+27       4.139429788602e+20       2.220795739698e+21       3.343139053456e+16       6.334645306189e-13       1.935791829403e+26       3.343139053456e+16       6.334645306189e-13       1.935791829403e+26       3.343139053456e+16       6.334645306189e-13       1.935791829403e+26       3.456234893791e-08       3.672195837038e+24       4.268419431969e+27       4.268419431969e+27       1.422805599077e+27      -6.757323330414e+31       1.105479967654e-04       1.019612981614e-01 
       5.464304977782e+09       1.830058907552e-10       2.531170033429e-17       8.481260374538e-05       6.442799317510e+13       1.414856230444e+04       2.589270247430e-06       7.731205944278e+13       4.896657784076e-05       2.453120005839e+27       4.053704704698e+20       2.174804404939e+21       3.273904668409e+16       6.334645306189e-13       1.882525077459e+26       3.273904668409e+16       6.334645306189e-13       1.882525077459e+26       3.273904668409e+16       6.334645306189e-13       1.882525077459e+26       3.456234893791e-08       3.571148843363e+24       4.150966304570e+27       4.150966304570e+27       1.383654574798e+27      -6.525703660243e+31       1.106266232160e-04       1.018888367379e-01 
       5.426320732605e+09       1.842869319919e-10       2.566730437545e-17       8.540629096387e-05       6.353538469471e+13       1.414856230385e+04       2.607395139072e-06       7.677463698009e+13       4.930934382168e-05       2.385618049866e+27       3.969754935362e+20       2.129765522868e+21       3.206104085544e+16       6.334645306189e-13       1.830724054845e+26       3.206104085544e+16       6.334645306189e-13       1.830724054845e+26       3.206104085544e+16       6.334645306189e-13       1.830724054845e+26       3.456234893791e-08       3.472882337271e+24       4.036745108305e+27       4.036745108305e+27       1.345580860521e+27      -6.302023179839e+31       1.107052496716e-04       1.018164782874e-01 
       5.388600528855e+09       1.855769405172e-10       2.602790429700e-17       8.600413457316e-05       6.265514273268e+13       1.414856230325e+04       2.625646904955e-06       7.624095032399e+13       4.965450916358e-05       2.319973530157e+27       3.887543714904e+20       2.085659368766e+21       3.139707611686e+16       6.334645306189e-13       1.780348429415e+26       3.139707611686e+16       6.334645306189e-13       1.780348429415e+26       3.139707611686e+16       6.334645306189e-13       1.780348429415e+26       3.456234893791e-08       3.377319808706e+24       3.925666910853e+27       3.925666910853e+27       1.308554812146e+27      -6.086009758885e+31       1.107838761320e-04       1.017442225907e-01 
       5.351142531089e+09       1.868759791023e-10       2.639357028606e-17       8.660616367706e-05       6.178709595882e+13       1.414856230265e+04       2.644026433197e-06       7.571097350562e+13       5.000209066196e-05       2.256135336053e+27       3.807035039031e+20       2.042466626404e+21       3.074686168590e+16       6.334645306189e-13       1.731358978832e+26       3.074686168590e+16       6.334645306189e-13       1.731358978832e+26       3.074686168590e+16       6.334645306189e-13       1.731358978832e+26       3.456234893791e-08       3.284386852921e+24       3.817645227025e+27       3.817645227025e+27       1.272547601285e+27      -5.877400594826e+31       1.108625025973e-04       1.016720694298e-01 
       5.313944916625e+09       1.881841109574e-10       2.676437351578e-17       8.721240737941e-05       6.093107541660e+13       1.414856230204e+04       2.662534618136e-06       7.518468073664e+13       5.035210522990e-05       2.194053763295e+27       3.728193649076e+20       2.000168379576e+21       3.011011280199e+16       6.334645306189e-13       1.683717560032e+26       3.011011280199e+16       6.334645306189e-13       1.683717560032e+26       3.011011280199e+16       6.334645306189e-13       1.683717560032e+26       3.456234893791e-08       3.194011112549e+24       3.712595951424e+27       3.712595951424e+27       1.237531192812e+27      -5.675941893153e+31       1.109411290676e-04       1.016000185868e-01 
       5.277005875448e+09       1.895013997356e-10       2.714038615925e-17       8.782289478404e-05       6.008691449029e+13       1.414856230143e+04       2.681172360368e-06       7.466204640795e+13       5.070456989888e-05       2.133680475325e+27       3.650985016556e+20       1.958746103822e+21       2.948655060183e+16       6.334645306189e-13       1.637387079525e+26       2.948655060183e+16       6.334645306189e-13       1.637387079525e+26       2.948655060183e+16       6.334645306189e-13       1.637387079525e+26       3.456234893791e-08       3.106122221264e+24       3.610437292963e+27       3.610437292963e+27       1.203478323040e+27      -5.481388558625e+31       1.110197555429e-04       1.015280698449e-01 
       5.240323610129e+09       1.908279095353e-10       2.752168140350e-17       8.843765499478e-05       5.925444887250e+13       1.414856230082e+04       2.699940566795e-06       7.414304508851e+13       5.105950181959e-05       2.074968465653e+27       3.575375328054e+20       1.918181658311e+21       2.887590199717e+16       6.334645306189e-13       1.592331464515e+26       2.887590199717e+16       6.334645306189e-13       1.592331464515e+26       2.887590199717e+16       6.334645306189e-13       1.592331464515e+26       3.456234893791e-08       3.020651748994e+24       3.511089711184e+27       3.511089711184e+27       1.170362478488e+27      -5.293503897095e+31       1.110983820233e-04       1.014562229875e-01 
       5.203896335730e+09       1.921637049035e-10       2.790833346377e-17       8.905671711545e-05       5.843351653223e+13       1.414856230020e+04       2.718840150665e-06       7.362765152401e+13       5.141691826278e-05       2.017872021252e+27       3.501331470408e+20       1.878457277899e+21       2.827789955527e+16       6.334645306189e-13       1.548515634812e+26       2.827789955527e+16       6.334645306189e-13       1.548515634812e+26       2.827789955527e+16       6.334645306189e-13       1.548515634812e+26       3.456234893791e-08       2.937533148642e+24       3.414475854322e+27       3.414475854322e+27       1.138157875244e+27      -5.112059327541e+31       1.111770085087e-04       1.013844777988e-01 
       5.167722279724e+09       1.935088508394e-10       2.830041759795e-17       8.968011388788e-05       5.762395768329e+13       1.414856229958e+04       2.737872031620e-06       7.311584063573e+13       5.177683662010e-05       1.962346686976e+27       3.428821016209e+20       1.839555565347e+21       2.769228138176e+16       6.334645306189e-13       1.505905475520e+26       2.769228138176e+16       6.334645306189e-13       1.505905475520e+26       2.769228138176e+16       6.334645306189e-13       1.505905475520e+26       3.456234893791e-08       2.856701704275e+24       3.320520499086e+27       3.320520499086e+27       1.106839438883e+27      -4.936834103975e+31       1.112556349993e-04       1.013128340637e-01 
       5.131799681902e+09       1.948634127968e-10       2.869801012123e-17       9.030787441588e-05       5.682561475326e+13       1.414856229895e+04       2.757037135741e-06       7.260758751927e+13       5.213927440493e-05       1.908349230936e+27       3.357812209601e+20       1.801459483700e+21       2.711879100595e+16       6.334645306189e-13       1.464467810476e+26       2.711879100595e+16       6.334645306189e-13       1.464467810476e+26       2.711879100595e+16       6.334645306189e-13       1.464467810476e+26       3.456234893791e-08       2.778094480730e+24       3.229150492086e+27       3.229150492086e+27       1.076382784948e+27      -4.767615046885e+31       1.113342614950e-04       1.012412915676e-01 
       5.096126794294e+09       1.962274566880e-10       2.910118842095e-17       9.094002962229e-05       5.603833235276e+13       1.414856229832e+04       2.776336395590e-06       7.210286744333e+13       5.250424925325e-05       1.855837610848e+27       3.288273952371e+20       1.764152348831e+21       2.655717726849e+16       6.334645306189e-13       1.424170376417e+26       2.655717726849e+16       6.334645306189e-13       1.424170376417e+26       2.655717726849e+16       6.334645306189e-13       1.424170376417e+26       3.456234893791e-08       2.701650274619e+24       3.140294692878e+27       3.140294692878e+27       1.046764199966e+27      -4.604196283879e+31       1.114128879959e-04       1.011698500965e-01 
       5.060701881078e+09       1.976010488864e-10       2.951003097166e-17       9.157661042991e-05       5.526195724523e+13       1.414856229768e+04       2.795770750256e-06       7.160165584857e+13       5.287177892449e-05       1.804770941296e+27       3.220175790333e+20       1.727617822131e+21       2.600719421138e+16       6.334645306189e-13       1.384981797862e+26       2.600719421138e+16       6.334645306189e-13       1.384981797862e+26       2.600719421138e+16       6.334645306189e-13       1.384981797862e+26       3.456234893791e-08       2.627309566675e+24       3.053883918574e+27       3.053883918574e+27       1.017960622979e+27      -4.446378999217e+31       1.114915145020e-04       1.010985094370e-01 
       5.025523218500e+09       1.989842562302e-10       2.992461735041e-17       9.221764594258e-05       5.449633831713e+13       1.414856229704e+04       2.815341145403e-06       7.110392834631e+13       5.324188130239e-05       1.755109461898e+27       3.153487899986e+20       1.691839903351e+21       2.546860097030e+16       6.334645306189e-13       1.346871562681e+26       2.546860097030e+16       6.334645306189e-13       1.346871562681e+26       2.546860097030e+16       6.334645306189e-13       1.346871562681e+26       3.456234893791e-08       2.555014475408e+24       2.969850889975e+27       2.969850889975e+27       9.899496275953e+26      -4.293971191936e+31       1.115701410134e-04       1.010272693764e-01 
       4.990589094789e+09       2.003771460255e-10       3.034502825221e-17       9.286317072110e-05       5.374132654846e+13       1.414856229639e+04       2.835048533315e-06       7.060966071746e+13       5.361457439589e-05       1.706814506350e+27       3.088181075460e+20       1.656802923601e+21       2.494116166904e+16       6.334645306189e-13       1.309809998339e+26       2.494116166904e+16       6.334645306189e-13       1.309809998339e+26       2.494116166904e+16       6.334645306189e-13       1.309809998339e+26       3.456234893791e-08       2.484708712039e+24       2.888130179188e+27       2.888130179188e+27       9.627094045224e+26      -4.146787442258e+31       1.116487675301e-04       1.009561297024e-01 
       4.955897810070e+09       2.017797860493e-10       3.077134550577e-17       9.351321205031e-05       5.299677498384e+13       1.414856229574e+04       2.854893872941e-06       7.011882891125e+13       5.398987633999e-05       1.659848472320e+27       3.024226715716e+20       1.622491538481e+21       2.442464531626e+16       6.334645306189e-13       1.273768248796e+26       2.442464531626e+16       6.334645306189e-13       1.273768248796e+26       2.442464531626e+16       6.334645306189e-13       1.273768248796e+26       3.456234893791e-08       2.416337536677e+24       2.808658158688e+27       2.808658158688e+27       9.362187445911e+26      -4.004648686010e+31       1.117273940522e-04       1.008850902037e-01 
       4.921447676287e+09       2.031922445534e-10       3.120365208940e-17       9.416780449101e-05       5.226253870383e+13       1.414856229509e+04       2.874878129942e-06       6.963140904412e+13       5.436780539661e-05       1.614174792172e+27       2.961596812029e+20       1.588890721366e+21       2.391882570432e+16       6.334645306189e-13       1.238718252035e+26       2.391882570432e+16       6.334645306189e-13       1.238718252035e+26       2.391882570432e+16       6.334645306189e-13       1.238718252035e+26       3.456234893791e-08       2.349847715696e+24       2.731372951769e+27       2.731372951769e+27       9.104570222396e+26      -3.867381996770e+31       1.118060205797e-04       1.008141506691e-01 
       4.887237017119e+09       2.046145902670e-10       3.164203214718e-17       9.482697896601e-05       5.153847479677e+13       1.414856229443e+04       2.895002276741e-06       6.914737739850e+13       5.474837995554e-05       1.569757904491e+27       2.900263935715e+20       1.555985756823e+21       2.342348131020e+16       6.334645306189e-13       1.204632718216e+26       2.342348131020e+16       6.334645306189e-13       1.204632718216e+26       2.342348131020e+16       6.334645306189e-13       1.204632718216e+26       3.456234893791e-08       2.285187480286e+24       2.656214384378e+27       2.656214384378e+27       8.854041794551e+26      -3.734820375490e+31       1.118846471127e-04       1.007433108883e-01 
       4.853264167896e+09       2.060468924006e-10       3.208657100533e-17       9.549076821713e-05       5.082444233096e+13       1.414856229377e+04       2.915267292566e-06       6.866671042172e+13       5.513161853527e-05       1.526563226400e+27       2.840201226124e+20       1.523762234168e+21       2.293839519847e+16       6.334645306189e-13       1.171485108427e+26       2.293839519847e+16       6.334645306189e-13       1.171485108427e+26       2.293839519847e+16       6.334645306189e-13       1.171485108427e+26       3.456234893791e-08       2.222306486149e+24       2.583123938253e+27       2.583123938253e+27       8.610407101568e+26      -3.606802547320e+31       1.119632736511e-04       1.006725706516e-01 
       4.819527475519e+09       2.074892206491e-10       3.253735518880e-17       9.615920316719e-05       5.012030232719e+13       1.414856229310e+04       2.935674163500e-06       6.818938472482e+13       5.551753978394e-05       1.484557126630e+27       2.781382378871e+20       1.492206041150e+21       2.246335492633e+16       6.334645306189e-13       1.139249614022e+26       2.246335492633e+16       6.334645306189e-13       1.139249614022e+26       2.246335492633e+16       6.334645306189e-13       1.139249614022e+26       3.456234893791e-08       2.161155774301e+24       2.512044705369e+27       2.512044705369e+27       8.373476450082e+26      -3.483172765400e+31       1.120419001950e-04       1.006019297498e-01 
